field_id,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12,crop_id
80,42.186440677966104,37.389830508474574,35.88135593220339,32.94915254237288,37.32203389830509,58.847457627118644,69.71186440677967,64.72881355932203,76.47457627118644,12.0,60.101694915254235,35.83050847457627,6
81,43.0,39.67142857142857,38.77142857142857,40.77142857142857,43.24285714285714,56.77142857142857,65.7,61.18571428571428,72.8,12.0,72.97142857142858,49.371428571428574,1
82,44.0,41.111111111111114,40.55555555555556,43.94444444444444,45.22222222222222,56.333333333333336,64.55555555555556,60.72222222222222,71.55555555555556,12.0,71.22222222222223,50.44444444444444,1
83,46.0,43.857142857142854,44.857142857142854,50.857142857142854,51.57142857142857,59.142857142857146,66.28571428571429,62.0,72.0,12.0,80.57142857142857,61.857142857142854,1
84,45.0,42.3,42.9,49.5,51.8,61.5,70.4,66.25,78.2,13.0,80.65,54.95,2
85,46.0,43.57142857142857,44.285714285714285,49.142857142857146,50.285714285714285,57.0,63.57142857142857,58.714285714285715,69.14285714285714,12.0,76.71428571428571,60.285714285714285,2
86,46.0,43.5,44.1,48.9,51.4,59.4,67.2,62.3,74.2,12.0,81.1,60.6,2
87,45.98019801980198,43.15841584158416,43.81188118811881,49.68316831683168,50.31683168316832,56.95049504950495,64.0,59.32673267326733,70.02970297029702,12.0,86.08910891089108,69.73267326732673,1
88,44.85,42.725,43.9,50.3,52.025,61.75,69.725,65.0,76.7375,12.3,82.55,58.7875,4
89,43.63636363636363,38.872727272727275,38.0,38.78181818181818,42.09090909090909,56.345454545454544,65.23636363636363,61.8,72.12727272727273,12.0,68.01818181818182,45.981818181818184,6
91,43.0,38.54545454545455,37.54545454545455,36.27272727272727,40.04545454545455,59.0,69.63636363636364,65.13636363636364,75.72727272727273,12.0,61.95454545454545,39.04545454545455,2
93,45.0,42.4,42.6,43.4,47.4,64.0,73.8,68.8,80.0,12.0,73.0,51.2,8
96,45.75,44.5,45.75,51.25,53.0,62.0,69.75,64.75,76.75,12.0,84.25,64.0,1
97,42.391304347826086,38.04347826086956,37.52173913043478,35.56521739130435,39.73913043478261,61.43478260869565,72.56521739130434,68.1304347826087,78.91304347826087,12.565217391304348,63.69565217391305,40.21739130434783,6
98,44.0,40.7,40.8,42.7,46.6,61.6,71.4,67.6,77.5,13.0,74.6,51.6,6
100,44.07142857142857,39.75,39.642857142857146,39.964285714285715,43.82142857142857,60.964285714285715,70.5,66.14285714285714,77.57142857142857,12.0,71.64285714285714,47.892857142857146,2
101,45.666666666666664,43.0,44.333333333333336,48.333333333333336,50.666666666666664,64.33333333333333,74.0,69.0,82.33333333333333,12.0,86.0,61.333333333333336,4
102,46.0,43.5,45.25,50.25,52.5,64.5,73.5,68.25,81.0,12.0,89.5,67.0,4
103,45.0,41.285714285714285,42.142857142857146,44.714285714285715,48.142857142857146,64.71428571428571,74.85714285714286,70.42857142857143,82.57142857142857,12.0,83.71428571428571,61.0,1
106,44.333333333333336,41.666666666666664,43.0,45.333333333333336,48.0,65.0,75.0,71.0,82.66666666666667,12.0,82.66666666666667,58.0,4
107,43.21153846153846,38.57692307692308,38.48076923076923,38.26923076923077,42.32692307692308,61.53846153846154,73.25,68.67307692307692,79.9423076923077,12.942307692307692,66.90384615384616,42.73076923076923,1
108,42.0,37.291666666666664,36.25,34.833333333333336,39.708333333333336,57.708333333333336,68.04166666666667,63.541666666666664,75.08333333333333,12.875,65.25,39.375,1
110,43.34782608695652,39.73913043478261,40.391304347826086,45.21739130434783,49.130434782608695,63.34782608695652,72.82608695652173,69.47826086956522,82.04347826086956,13.0,79.1304347826087,51.82608695652174,6
111,46.0,42.53333333333333,42.8,47.2,48.8,59.4,67.93333333333334,63.666666666666664,74.13333333333334,13.0,77.26666666666667,57.0,2
112,44.42857142857143,41.357142857142854,41.5,45.214285714285715,47.214285714285715,59.214285714285715,67.85714285714286,62.785714285714285,74.42857142857143,13.0,75.57142857142857,53.214285714285715,4
113,45.0,42.3,42.6,47.3,48.5,58.5,66.1,63.1,72.7,12.0,78.7,58.3,4
114,44.30769230769231,40.61538461538461,40.0,43.15384615384615,44.84615384615385,53.53846153846154,60.23076923076923,55.69230769230769,65.3076923076923,12.0,70.6923076923077,53.15384615384615,1
115,45.76923076923077,44.23076923076923,45.57692307692308,52.11538461538461,53.46153846153846,63.57692307692308,72.0,68.26923076923077,79.5,12.76923076923077,87.03846153846153,64.8076923076923,1
116,45.0,41.92307692307692,41.84615384615385,46.38461538461539,47.53846153846154,55.61538461538461,62.23076923076923,57.84615384615385,68.07692307692308,12.0,77.15384615384616,59.69230769230769,1
117,44.94736842105263,41.28947368421053,42.1578947368421,42.421052631578945,45.73684210526316,64.3157894736842,75.02631578947368,69.73684210526316,81.8157894736842,12.0,75.76315789473684,50.6578947368421,6
118,44.125,40.5,40.729166666666664,41.75,44.708333333333336,59.333333333333336,68.10416666666667,63.395833333333336,74.95833333333333,11.166666666666666,74.60416666666667,50.895833333333336,6
120,45.75,43.142857142857146,45.42857142857143,46.75,50.357142857142854,68.5,79.0,72.10714285714286,85.64285714285714,13.0,83.17857142857143,56.642857142857146,4
121,45.0,42.11764705882353,42.64705882352941,47.64705882352941,47.94117647058823,53.588235294117645,60.35294117647059,55.94117647058823,65.47058823529412,11.0,73.0,55.411764705882355,1
122,45.0,41.5,41.125,45.625,46.0,51.0,57.5,53.0,62.0,11.0,70.5,54.5,1
123,44.0,41.416666666666664,42.0,41.125,44.583333333333336,65.54166666666667,76.91666666666667,70.16666666666667,83.16666666666667,12.75,69.45833333333333,44.125,4
124,44.0,39.5,39.13333333333333,36.53333333333333,41.333333333333336,63.666666666666664,75.8,69.8,82.93333333333334,13.0,67.03333333333333,39.733333333333334,4
125,45.6764705882353,42.55882352941177,43.73529411764706,44.85294117647059,47.38235294117647,64.11764705882354,74.38235294117646,67.94117647058823,80.23529411764706,12.852941176470589,75.8529411764706,54.44117647058823,2
126,46.0,43.77777777777778,45.666666666666664,53.111111111111114,54.666666666666664,64.11111111111111,72.88888888888889,68.22222222222223,80.44444444444444,13.0,87.0,63.666666666666664,1
127,45.588235294117645,42.705882352941174,43.705882352941174,48.705882352941174,50.470588235294116,62.35294117647059,71.47058823529412,66.47058823529412,78.17647058823529,13.0,82.3529411764706,60.470588235294116,2
128,45.37931034482759,43.53448275862069,45.58620689655172,54.08620689655172,56.08620689655172,66.77586206896552,75.72413793103448,71.55172413793103,83.8103448275862,13.206896551724139,87.6896551724138,61.43103448275862,1
131,44.4,40.8,40.8,44.2,46.2,60.4,69.0,64.2,77.0,12.6,74.4,51.0,2
132,45.074074074074076,40.77777777777778,40.25925925925926,42.148148148148145,46.48148148148148,60.2962962962963,70.11111111111111,65.81481481481481,77.22222222222223,12.851851851851851,76.14814814814815,54.2962962962963,6
133,44.0,41.166666666666664,40.833333333333336,44.5,48.0,60.5,69.5,67.0,77.16666666666667,13.0,77.33333333333333,54.0,4
134,42.0,37.22222222222222,35.333333333333336,33.44444444444444,37.55555555555556,55.77777777777778,65.55555555555556,60.22222222222222,71.88888888888889,12.0,59.611111111111114,36.0,6
135,46.0,43.80555555555556,45.77777777777778,49.94444444444444,52.083333333333336,65.58333333333333,75.47222222222223,69.88888888888889,83.0,12.0,90.27777777777777,64.22222222222223,4
136,47.0,45.0,47.904761904761905,53.714285714285715,54.333333333333336,64.19047619047619,73.33333333333333,67.42857142857143,79.71428571428571,12.0,90.71428571428571,68.0952380952381,1
137,46.0,44.375,47.0,52.5,53.625,63.375,72.25,66.375,78.5,12.0,90.125,67.125,4
138,47.0,44.72,47.32,53.12,54.16,63.32,71.84,66.0,78.04,12.0,90.2,68.12,4
139,46.0,43.0,43.8,47.333333333333336,49.4,59.733333333333334,67.33333333333333,62.86666666666667,74.13333333333334,12.0,78.2,55.0,4
140,46.0,43.529411764705884,44.411764705882355,50.470588235294116,53.0,61.76470588235294,70.05882352941177,65.29411764705883,77.23529411764706,13.0,81.17647058823529,57.23529411764706,2
141,45.888888888888886,42.666666666666664,43.0,46.611111111111114,48.111111111111114,56.666666666666664,63.77777777777778,58.77777777777778,69.27777777777777,12.0,76.94444444444444,58.77777777777778,1
143,45.0,43.333333333333336,44.25,49.916666666666664,50.5,62.0,71.16666666666667,67.08333333333333,78.66666666666667,13.0,78.66666666666667,54.5,1
145,42.0,36.333333333333336,34.888888888888886,31.88888888888889,37.666666666666664,57.44444444444444,67.44444444444444,62.55555555555556,73.88888888888889,12.0,58.111111111111114,35.44444444444444,4
147,43.142857142857146,40.04761904761905,40.38095238095238,42.61904761904762,45.714285714285715,60.523809523809526,70.0952380952381,65.0952380952381,76.23809523809524,13.0,72.0,51.142857142857146,4
149,44.64,41.74,41.84,45.26,48.26,60.88,70.12,65.6,77.34,13.0,78.18,54.52,2
150,46.0,44.523809523809526,46.19047619047619,53.42857142857143,55.04761904761905,64.47619047619048,72.80952380952381,68.47619047619048,80.38095238095238,13.476190476190476,88.42857142857143,65.14285714285714,1
152,44.0,41.583333333333336,42.25,47.0,49.416666666666664,61.5,70.08333333333333,66.08333333333333,77.52777777777777,12.666666666666666,84.33333333333333,60.861111111111114,1
153,43.8,40.85,41.35,45.85,48.3,60.75,69.3,65.75,76.85,12.0,81.0,57.7,2
154,44.36842105263158,41.31578947368421,41.526315789473685,46.26315789473684,48.78947368421053,59.89473684210526,68.21052631578948,63.89473684210526,75.47368421052632,12.578947368421053,84.78947368421052,62.31578947368421,2
155,44.333333333333336,41.083333333333336,40.666666666666664,46.916666666666664,49.916666666666664,59.583333333333336,66.91666666666667,64.83333333333333,75.25,14.333333333333334,93.58333333333333,72.33333333333333,1
156,44.125,41.625,41.375,48.5,51.375,61.625,69.875,68.375,79.5,14.125,95.75,72.25,1
157,44.0,39.416666666666664,38.416666666666664,41.25,44.25,55.416666666666664,62.25,59.5,69.33333333333333,14.0,77.58333333333333,59.083333333333336,1
158,45.0,40.625,39.75,44.375,48.0,57.75,65.5,62.25,72.5,15.0,87.875,67.125,1
159,45.0,41.416666666666664,42.125,42.916666666666664,46.083333333333336,62.25,71.91666666666667,65.875,78.41666666666667,12.0,77.0,53.416666666666664,2
161,45.0,41.567567567567565,42.0,46.945945945945944,47.229729729729726,53.9054054054054,60.567567567567565,55.82432432432432,65.87837837837837,11.0,76.35135135135135,57.554054054054056,1
163,45.0,42.979166666666664,44.208333333333336,50.208333333333336,51.104166666666664,59.354166666666664,66.72916666666667,62.229166666666664,73.66666666666667,11.0,85.41666666666667,65.875,1
164,46.0,42.53333333333333,44.266666666666666,47.333333333333336,51.1,67.5,77.93333333333334,71.66666666666667,86.1,12.733333333333333,90.63333333333334,64.53333333333333,4
165,45.94736842105263,43.26315789473684,45.1578947368421,49.473684210526315,51.473684210526315,64.52631578947368,73.57894736842105,67.89473684210526,80.42105263157895,12.0,85.84210526315789,62.26315789473684,1
167,44.111111111111114,41.22222222222222,42.0,44.44444444444444,47.81481481481482,64.0,74.25925925925925,68.48148148148148,81.81481481481481,12.0,82.5925925925926,56.592592592592595,1
170,44.0,39.90625,39.28125,40.5,43.21875,52.65625,60.09375,55.375,64.75,10.46875,57.4375,38.03125,1
171,43.0,39.94444444444444,39.666666666666664,42.388888888888886,44.77777777777778,56.333333333333336,65.0,60.388888888888886,71.33333333333333,10.88888888888889,72.11111111111111,48.0,1
172,44.0,41.15625,41.46875,45.75,47.53125,56.71875,64.15625,59.96875,70.5625,11.0,75.6875,54.40625,1
173,43.0,40.21052631578947,40.0,40.31578947368421,43.578947368421055,59.89473684210526,69.57894736842105,65.63157894736842,75.94736842105263,11.0,69.73684210526316,47.10526315789474,2
174,43.108695652173914,39.891304347826086,39.43478260869565,41.108695652173914,44.0,57.93478260869565,67.08695652173913,62.369565217391305,74.30434782608695,12.0,74.5,48.108695652173914,1
175,44.17391304347826,41.21739130434783,41.34782608695652,45.65217391304348,46.73913043478261,54.78260869565217,62.0,57.04347826086956,67.26086956521739,11.0,74.52173913043478,56.47826086956522,1
176,42.64705882352941,37.8235294117647,36.470588235294116,34.411764705882355,38.94117647058823,57.588235294117645,67.76470588235294,62.588235294117645,73.70588235294117,12.235294117647058,62.05882352941177,38.88235294117647,6
177,43.0,37.4,35.6,33.6,37.7,58.3,68.9,63.9,76.6,12.0,62.2,39.1,2
178,43.25,40.625,41.0,44.25,46.5,60.125,69.25,65.75,76.625,13.0,76.0,54.0,1
179,46.84615384615385,45.76923076923077,49.30769230769231,56.30769230769231,57.61538461538461,67.84615384615384,76.23076923076923,70.92307692307692,83.15384615384616,13.0,92.84615384615384,68.92307692307692,1
181,46.81818181818182,44.54545454545455,46.45454545454545,51.72727272727273,54.09090909090909,65.72727272727273,74.81818181818181,69.63636363636364,81.72727272727273,13.0,88.0909090909091,62.72727272727273,1
185,43.833333333333336,39.208333333333336,38.708333333333336,39.0,43.041666666666664,61.333333333333336,71.375,66.33333333333333,78.41666666666667,12.958333333333334,74.83333333333333,50.333333333333336,2
186,44.0,39.42857142857143,38.857142857142854,38.642857142857146,41.642857142857146,60.0,70.35714285714286,64.92857142857143,76.78571428571429,12.0,67.42857142857143,42.92857142857143,6
188,44.78947368421053,41.5,42.10526315789474,44.26315789473684,46.36842105263158,60.421052631578945,69.36842105263158,64.15789473684211,75.8157894736842,11.0,73.6842105263158,51.0,1
190,44.58974358974359,41.02564102564103,41.12820512820513,42.94871794871795,45.1025641025641,58.87179487179487,66.94871794871794,62.0,73.07692307692308,11.0,71.0,48.256410256410255,1
192,45.16,42.06,42.26,46.4,49.4,62.74,72.34,67.68,80.16,13.0,82.14,55.02,1
193,42.666666666666664,38.22222222222222,36.55555555555556,35.0,39.22222222222222,58.888888888888886,69.88888888888889,67.11111111111111,76.33333333333333,13.0,65.22222222222223,43.44444444444444,4
194,42.05,36.525,35.175,31.375,36.85,58.15,68.525,63.8,75.15,12.275,55.6,32.25,6
195,42.0,36.708333333333336,35.208333333333336,31.916666666666668,36.875,57.708333333333336,68.20833333333333,62.666666666666664,74.41666666666667,12.083333333333334,56.75,33.25,4
197,43.05555555555556,41.27777777777778,42.22222222222222,46.888888888888886,49.77777777777778,62.5,71.94444444444444,67.0,78.88888888888889,13.0,79.16666666666667,58.27777777777778,4
198,42.78260869565217,39.08695652173913,38.52173913043478,40.73913043478261,44.26086956521739,60.08695652173913,69.73913043478261,65.1304347826087,76.95652173913044,13.0,69.82608695652173,47.30434782608695,1
199,44.0,41.27272727272727,41.90909090909091,47.81818181818182,49.54545454545455,60.90909090909091,69.9090909090909,64.54545454545455,76.36363636363636,13.0,78.72727272727273,55.54545454545455,1
200,45.0,43.37931034482759,44.93103448275862,52.241379310344826,54.758620689655174,64.20689655172414,73.0,68.24137931034483,80.72413793103448,13.379310344827585,88.58620689655173,65.06896551724138,1
201,47.0,44.705882352941174,46.23529411764706,50.94117647058823,52.23529411764706,62.529411764705884,70.88235294117646,65.0,76.94117647058823,12.0,82.3529411764706,60.529411764705884,4
202,47.0,44.125,46.25,49.875,52.0,63.5,71.875,66.5,77.875,12.0,82.0,60.625,4
203,46.46666666666667,42.8,43.666666666666664,45.6,48.333333333333336,62.4,71.4,65.46666666666667,77.13333333333334,12.0,75.73333333333333,53.266666666666666,1
204,47.0,43.285714285714285,44.714285714285715,47.42857142857143,49.42857142857143,63.142857142857146,72.71428571428571,66.28571428571429,78.85714285714286,12.0,79.0,55.857142857142854,4
205,43.458333333333336,40.229166666666664,39.916666666666664,42.416666666666664,45.791666666666664,61.104166666666664,70.47916666666667,66.52083333333333,78.33333333333333,13.0,74.0625,49.979166666666664,1
206,43.90909090909091,40.54545454545455,40.63636363636363,43.09090909090909,45.77272727272727,60.36363636363637,69.77272727272727,64.5,76.5,13.0,77.31818181818181,55.63636363636363,1
207,43.72727272727273,38.81818181818182,38.03030303030303,36.515151515151516,41.27272727272727,62.84848484848485,74.0,69.06060606060606,80.39393939393939,12.454545454545455,65.21212121212122,41.666666666666664,1
211,45.5,42.42857142857143,43.839285714285715,44.69642857142857,47.32142857142857,65.39285714285714,75.73214285714286,70.44642857142857,81.55357142857143,12.696428571428571,75.82142857142857,53.089285714285715,2
214,44.0,42.214285714285715,44.785714285714285,49.642857142857146,51.857142857142854,66.92857142857143,77.21428571428571,71.42857142857143,84.57142857142857,12.0,89.92857142857143,66.14285714285714,1
215,44.5,41.55555555555556,43.44444444444444,47.27777777777778,50.27777777777778,67.27777777777777,77.88888888888889,72.38888888888889,85.83333333333333,12.666666666666666,88.77777777777777,63.666666666666664,2
216,44.0,41.371428571428574,41.285714285714285,45.17142857142857,47.285714285714285,59.65714285714286,68.2,64.05714285714286,75.02857142857142,12.914285714285715,75.45714285714286,53.628571428571426,1
218,45.041666666666664,40.416666666666664,39.75,40.541666666666664,42.458333333333336,50.208333333333336,56.541666666666664,50.416666666666664,58.458333333333336,9.416666666666666,44.875,29.916666666666668,1
223,45.714285714285715,43.107142857142854,44.464285714285715,47.035714285714285,48.964285714285715,61.892857142857146,70.42857142857143,64.10714285714286,76.0,12.0,79.35714285714286,59.82142857142857,6
224,45.21739130434783,42.15217391304348,42.608695652173914,44.47826086956522,47.608695652173914,61.43478260869565,70.69565217391305,65.19565217391305,77.32608695652173,12.0,79.5,56.26086956521739,2
225,44.56521739130435,40.507246376811594,40.30434782608695,40.78260869565217,44.231884057971016,60.85507246376812,70.6376811594203,65.44927536231884,77.72463768115942,12.0,76.05797101449275,49.971014492753625,2
227,45.57692307692308,42.19230769230769,42.5,43.84615384615385,46.96153846153846,62.57692307692308,72.23076923076923,66.65384615384616,78.6923076923077,12.384615384615385,79.1923076923077,56.26923076923077,1
228,44.08571428571429,39.542857142857144,38.885714285714286,39.285714285714285,43.08571428571429,59.4,68.91428571428571,64.14285714285714,76.4,11.971428571428572,74.94285714285714,49.48571428571429,4
